From To Probability
0 16 1.726278e-01
0 8 1.018414e-01
0 4 2.480096e-01
0 2 1.765044e-01
0 1 3.010168e-01
1 17 9.496725e-03
1 9 2.951269e-06
1 5 6.250367e-01
1 3 3.654637e-01
2 18 1.757492e-03
2 10 9.635255e-01
2 6 3.336510e-02
2 3 1.351869e-03
3 19 1.148112e-03
3 11 3.315699e-04
3 7 9.985203e-01
4 20 3.967174e-01
4 12 2.239088e-01
4 6 3.793574e-01
4 5 1.646346e-05
5 21 2.703345e-02
5 13 8.037343e-06
5 7 9.729585e-01
6 22 1.902947e-03
6 14 9.980970e-01
6 7 3.483595e-08
7 23 7.835202e-01
7 15 2.164798e-01
8 24 9.921497e-01
8 12 4.720237e-04
8 10 6.275405e-07
8 9 7.377680e-03
9 25 9.786469e-01
9 13 2.132979e-02
9 11 2.329786e-05
10 26 9.905237e-01
10 14 6.227197e-03
10 11 3.249140e-03
11 27 7.763939e-01
11 15 2.236061e-01
12 28 9.999992e-01
12 14 5.915436e-07
12 13 1.769710e-07
13 29 9.999777e-01
13 15 2.226399e-05
14 30 9.999999e-01
14 15 7.806626e-08
15 31 1.000000e+00
16 24 3.671724e-07
16 20 5.760678e-04
16 18 9.838286e-01
16 17 1.559494e-02
17 25 5.219595e-12
17 21 7.121854e-04
17 19 9.992878e-01
18 26 2.300397e-02
18 22 5.132058e-01
18 19 4.637902e-01
19 27 5.154167e-07
19 23 9.999995e-01
20 28 3.817718e-07
20 22 9.999992e-01
20 21 4.033678e-07
21 29 5.343181e-12
21 23 1.000000e+00
22 30 9.994987e-01
22 23 5.012848e-04
23 31 1.000000e+00
24 28 2.834439e-03
24 26 9.042818e-03
24 25 9.881227e-01
25 29 2.761570e-01
25 27 7.238430e-01
26 30 7.912890e-02
26 27 9.208711e-01
27 31 1.000000e+00
28 30 9.972271e-01
28 29 2.772927e-03
29 31 1.000000e+00
30 31 1.000000e+00
