From To Probability
0 16 3.240030e-01
0 8 6.657404e-02
0 4 3.330117e-01
0 2 8.237590e-02
0 1 1.940353e-01
1 17 1.536170e-01
1 9 8.325768e-01
1 5 1.218177e-02
1 3 1.624433e-03
2 18 3.473276e-06
2 10 8.426713e-08
2 6 9.999888e-01
2 3 7.662489e-06
3 19 4.501440e-05
3 11 2.880710e-05
3 7 9.999262e-01
4 20 9.902882e-01
4 12 2.108495e-08
4 6 1.472637e-08
4 5 9.711715e-03
5 21 9.999994e-01
5 13 5.616165e-07
5 7 6.185077e-10
6 22 9.651326e-01
6 14 2.426392e-09
6 7 3.486744e-02
7 23 9.999999e-01
7 15 6.631368e-08
8 24 8.725461e-01
8 12 1.206155e-05
8 10 2.558169e-08
8 9 1.274419e-01
9 25 9.999989e-01
9 13 1.066534e-06
9 11 1.219415e-09
10 26 1.848337e-01
10 14 7.157166e-01
10 11 9.944973e-02
11 27 7.699659e-01
11 15 2.300341e-01
12 28 9.976139e-01
12 14 1.710749e-15
12 13 2.386101e-03
13 29 1.000000e+00
13 15 7.132390e-17
14 30 9.912660e-01
14 15 8.734043e-03
15 31 1.000000e+00
16 24 1.059920e-03
16 20 9.780663e-01
16 18 1.776728e-02
16 17 3.106510e-03
17 25 2.684146e-01
17 21 7.244907e-01
17 19 7.094735e-03
18 26 4.567961e-10
18 22 1.000000e+00
18 19 4.176937e-08
19 27 1.561676e-07
19 23 9.999998e-01
20 28 2.158952e-06
20 22 2.042767e-05
20 21 9.999774e-01
21 29 9.852997e-01
21 23 1.470030e-02
22 30 6.920173e-08
22 23 9.999999e-01
23 31 1.000000e+00
24 28 1.706597e-02
24 26 2.658087e-06
24 25 9.829314e-01
25 29 9.999160e-01
25 27 8.395613e-05
26 30 9.992431e-01
26 27 7.568623e-04
27 31 1.000000e+00
28 30 9.658869e-12
28 29 1.000000e+00
29 31 1.000000e+00
30 31 1.000000e+00
