From To Probability
0 16 1.931712e-01
0 8 1.981234e-01
0 4 1.829932e-01
0 2 2.852191e-01
0 1 1.404930e-01
1 17 4.425439e-05
1 9 2.843943e-06
1 5 3.052763e-01
1 3 6.946766e-01
2 18 2.954502e-01
2 10 7.570339e-03
2 6 4.727006e-01
2 3 2.242789e-01
3 19 8.582557e-05
3 11 1.377904e-07
3 7 9.999140e-01
4 20 4.811869e-07
4 12 9.999981e-01
4 6 4.255436e-08
4 5 1.328339e-06
5 21 7.624575e-06
5 13 9.928237e-01
5 7 7.168627e-03
6 22 1.925948e-05
6 14 9.999252e-01
6 7 5.549212e-05
7 23 3.073069e-04
7 15 9.996927e-01
8 24 2.269955e-08
8 12 9.720794e-01
8 10 2.792027e-02
8 9 2.568939e-07
9 25 3.077735e-12
9 13 9.597539e-01
9 11 4.024609e-02
10 26 1.382631e-08
10 14 9.999998e-01
10 11 1.633182e-07
11 27 1.898725e-12
11 15 1.000000e+00
12 28 1.356577e-05
12 14 9.994037e-01
12 13 5.827252e-04
13 29 1.276772e-09
13 15 1.000000e+00
14 30 2.181768e-02
14 15 9.781823e-01
15 31 1.000000e+00
16 24 1.206087e-03
16 20 9.317014e-01
16 18 7.759461e-05
16 17 6.701494e-02
17 25 1.113720e-08
17 21 9.998784e-01
17 19 1.215760e-04
18 26 1.833304e-05
18 22 9.574236e-01
18 19 4.255804e-02
19 27 1.647621e-10
19 23 1.000000e+00
20 28 9.998959e-01
20 22 1.901559e-09
20 21 1.040731e-04
21 29 9.996774e-01
21 23 3.225773e-04
22 30 9.956703e-01
22 23 4.329657e-03
23 31 1.000000e+00
24 28 9.999984e-01
24 26 1.534717e-06
24 25 2.475863e-08
25 29 9.999978e-01
25 27 2.240650e-06
26 30 1.000000e+00
26 27 1.530065e-08
27 31 1.000000e+00
28 30 4.944816e-01
28 29 5.055184e-01
29 31 1.000000e+00
30 31 1.000000e+00
