From To Probability
0 16 3.143971e-01
0 8 1.038293e-01
0 4 1.187804e-01
0 2 3.693430e-01
0 1 9.365017e-02
1 17 3.904813e-06
1 9 1.723654e-03
1 5 5.722835e-06
1 3 9.982667e-01
2 18 4.483669e-01
2 10 1.449299e-01
2 6 3.580391e-01
2 3 4.866407e-02
3 19 2.292806e-03
3 11 9.906047e-01
3 7 7.102458e-03
4 20 2.297387e-01
4 12 1.728034e-06
4 6 9.857985e-06
4 5 7.702497e-01
5 21 9.663753e-02
5 13 9.715668e-04
5 7 9.023909e-01
6 22 4.501171e-01
6 14 3.313805e-06
6 7 5.498796e-01
7 23 9.902555e-01
7 15 9.744451e-03
8 24 3.513690e-02
8 12 7.882120e-01
8 10 1.367683e-04
8 9 1.765143e-01
9 25 1.069420e-03
9 13 9.306201e-02
9 11 9.058686e-01
10 26 1.990254e-02
10 14 9.436666e-01
10 11 3.643090e-02
11 27 5.407426e-03
11 15 9.945926e-01
12 28 1.737811e-02
12 14 2.470740e-09
12 13 9.826219e-01
13 29 9.699886e-01
13 15 3.001139e-02
14 30 4.629005e-02
14 15 9.537099e-01
15 31 1.000000e+00
16 24 6.678031e-01
16 20 6.930062e-02
16 18 2.521303e-03
16 17 2.603749e-01
17 25 6.191948e-01
17 21 1.864884e-04
17 19 3.806188e-01
18 26 7.303293e-01
18 22 1.636645e-01
18 19 1.060061e-01
19 27 9.993500e-01
19 23 6.499641e-04
20 28 5.189872e-06
20 22 3.142382e-08
20 21 9.999948e-01
21 29 5.035755e-01
21 23 4.964245e-01
22 30 1.394091e-05
22 23 9.999861e-01
23 31 1.000000e+00
24 28 4.837516e-01
24 26 9.821273e-07
24 25 5.162474e-01
25 29 8.977526e-01
25 27 1.022474e-01
26 30 8.446151e-01
26 27 1.553849e-01
27 31 1.000000e+00
28 30 6.173696e-12
28 29 1.000000e+00
29 31 1.000000e+00
30 31 1.000000e+00
