From To Probability
0 16 2.009772e-01
0 8 1.006417e-01
0 4 1.367897e-01
0 2 1.530622e-01
0 1 4.085292e-01
1 17 2.829983e-05
1 9 1.303400e-06
1 5 9.998138e-01
1 3 1.565775e-04
2 18 9.538564e-02
2 10 1.888265e-08
2 6 9.043590e-01
2 3 2.553276e-04
3 19 2.031948e-06
3 11 3.699605e-14
3 7 9.999980e-01
4 20 9.914254e-01
4 12 1.186879e-05
4 6 7.125441e-03
4 5 1.437256e-03
5 21 9.503772e-01
5 13 1.046418e-06
5 7 4.962177e-02
6 22 9.999981e-01
6 14 4.732542e-12
6 7 1.909025e-06
7 23 1.000000e+00
7 15 4.352693e-13
8 24 8.077194e-01
8 12 9.181886e-03
8 10 1.830971e-01
8 9 1.609605e-06
9 25 1.687160e-03
9 13 9.955344e-01
9 11 2.778444e-03
10 26 8.632957e-01
10 14 1.367043e-01
10 11 2.265461e-09
11 27 1.216455e-04
11 15 9.998784e-01
12 28 9.978654e-01
12 14 2.134634e-03
12 13 1.418170e-09
13 29 9.846969e-01
13 15 1.530307e-02
14 30 1.000000e+00
14 15 1.871521e-12
15 31 1.000000e+00
16 24 9.992956e-01
16 20 2.323850e-07
16 18 5.523136e-05
16 17 6.489746e-04
17 25 8.805841e-01
17 21 1.155715e-01
17 19 3.844363e-03
18 26 8.804587e-02
18 22 7.214816e-01
18 19 1.904725e-01
19 27 2.162309e-07
19 23 9.999998e-01
20 28 9.604382e-01
20 22 2.095446e-02
20 21 1.860739e-02
21 29 3.671973e-01
21 23 6.328027e-01
22 30 1.525867e-02
22 23 9.847413e-01
23 31 1.000000e+00
24 28 2.360303e-04
24 26 9.997253e-01
24 25 3.869058e-05
25 29 6.278249e-01
25 27 3.721751e-01
26 30 9.999845e-01
26 27 1.549594e-05
27 31 1.000000e+00
28 30 9.999971e-01
28 29 2.924761e-06
29 31 1.000000e+00
30 31 1.000000e+00
