From To Probability
0 16 1.478796e-01
0 8 9.956358e-02
0 4 3.760896e-01
0 2 1.964167e-01
0 1 1.800506e-01
1 17 9.764320e-01
1 9 5.174342e-04
1 5 1.088690e-02
1 3 1.216363e-02
2 18 7.971624e-01
2 10 2.740740e-03
2 6 1.755618e-03
2 3 1.983413e-01
3 19 9.999876e-01
3 11 2.706054e-06
3 7 9.655107e-06
4 20 7.602781e-04
4 12 4.018763e-01
4 6 8.227880e-04
4 5 5.965406e-01
5 21 7.011662e-01
5 13 2.917170e-01
5 7 7.116843e-03
6 22 6.096023e-03
6 14 1.645490e-02
6 7 9.774491e-01
7 23 9.978799e-01
7 15 2.120058e-03
8 24 1.141212e-02
8 12 1.133613e-01
8 10 8.557592e-01
8 9 1.946737e-02
9 25 5.724617e-01
9 13 2.493010e-02
9 11 4.026082e-01
10 26 7.368128e-01
10 14 6.338052e-03
10 11 2.568491e-01
11 27 9.999623e-01
11 15 3.771042e-05
12 28 8.610198e-04
12 14 5.260700e-02
12 13 9.465320e-01
13 29 6.357136e-01
13 15 3.642864e-01
14 30 4.431686e-03
14 15 9.955683e-01
15 31 1.000000e+00
16 24 3.301915e-01
16 20 6.349840e-01
16 18 3.387893e-02
16 17 9.455600e-04
17 25 7.731412e-02
17 21 8.281595e-01
17 19 9.452633e-02
18 26 6.941020e-01
18 22 2.263558e-01
18 19 7.954222e-02
19 27 3.550552e-01
19 23 6.449448e-01
20 28 9.975489e-01
20 22 1.062223e-04
20 21 2.344828e-03
21 29 9.987328e-01
21 23 1.267246e-03
22 30 9.140225e-01
22 23 8.597752e-02
23 31 1.000000e+00
24 28 5.644190e-01
24 26 4.352795e-01
24 25 3.014861e-04
25 29 3.773831e-01
25 27 6.226169e-01
26 30 8.880594e-01
26 27 1.119406e-01
27 31 1.000000e+00
28 30 6.460714e-01
28 29 3.539286e-01
29 31 1.000000e+00
30 31 1.000000e+00
