From To Probability
0 16 2.137775e-01
0 8 1.834285e-01
0 4 2.180781e-01
0 2 2.275240e-01
0 1 1.571919e-01
1 17 2.941295e-01
1 9 1.022395e-02
1 5 6.096440e-01
1 3 8.600252e-02
2 18 9.782013e-05
2 10 2.682243e-06
2 6 6.426092e-01
2 3 3.572903e-01
3 19 7.491368e-05
3 11 8.321589e-08
3 7 9.999250e-01
4 20 2.888654e-01
4 12 7.077977e-01
4 6 3.335130e-03
4 5 1.835585e-06
5 21 9.070827e-01
5 13 9.004006e-02
5 7 2.877210e-03
6 22 9.010081e-01
6 14 7.055169e-02
6 7 2.844019e-02
7 23 9.968379e-01
7 15 3.162121e-03
8 24 5.987434e-03
8 12 5.410980e-05
8 10 6.369243e-01
8 9 3.570342e-01
9 25 3.306512e-02
9 13 6.071456e-04
9 11 9.663277e-01
10 26 3.375354e-06
10 14 1.964369e-04
10 11 9.998002e-01
11 27 8.385932e-03
11 15 9.916141e-01
12 28 4.641453e-01
12 14 5.356155e-01
12 13 2.391850e-04
13 29 7.592816e-01
13 15 2.407184e-01
14 30 2.809153e-01
14 15 7.190847e-01
15 31 1.000000e+00
16 24 3.926185e-01
16 20 1.992775e-03
16 18 4.916264e-01
16 17 1.137623e-01
17 25 1.026030e-01
17 21 2.611920e-02
17 19 8.712778e-01
18 26 2.170956e-05
18 22 2.220456e-02
18 19 9.777737e-01
19 27 1.949343e-05
19 23 9.999805e-01
20 28 9.952649e-01
20 22 4.734198e-03
20 21 8.727067e-07
21 29 9.687499e-01
21 23 3.125011e-02
22 30 8.800509e-01
22 23 1.199491e-01
23 31 1.000000e+00
24 28 3.024829e-07
24 26 8.419271e-01
24 25 1.580726e-01
25 29 2.657085e-06
25 27 9.999973e-01
26 30 2.480772e-06
26 27 9.999975e-01
27 31 1.000000e+00
28 30 9.998505e-01
28 29 1.495464e-04
29 31 1.000000e+00
30 31 1.000000e+00
