From To Probability
0 16 0.152505
0 8 0.130634
0 4 0.217845
0 2 0.326423
0 1 0.172593
1 17 0.0857656
1 9 0.0852898
1 5 0.182155
1 3 0.64679
2 18 0.279968
2 10 0.224655
2 6 0.454314
2 3 0.0410631
3 19 0.480192
3 11 0.519738
3 7 6.97404e-05
4 20 0.556051
4 12 0.191312
4 6 0.247174
4 5 0.00546359
5 21 0.333333
5 13 0.333333
5 7 0.333333
6 22 0.425127
6 14 0.574684
6 7 0.000189942
7 23 0.5
7 15 0.5
8 24 0.00817447
8 12 0.607331
8 10 0.376804
8 9 0.00769114
9 25 1
9 13 7.55612e-18
9 11 4.88444e-13
10 26 0.000718807
10 14 0.307658
10 11 0.691623
11 27 0.5
11 15 0.5
12 28 0.541927
12 14 0.45793
12 13 0.000142579
13 29 0.5
13 15 0.5
14 30 0.925792
14 15 0.074208
15 31 1
16 24 0.00338644
16 20 0.789785
16 18 0.203621
16 17 0.00320759
17 25 1
17 21 7.51357e-18
17 19 4.41626e-13
18 26 0.000834701
18 22 0.261881
18 19 0.737285
19 27 0.5
19 23 0.5
20 28 0.613877
20 22 0.38595
20 21 0.000173261
21 29 0.5
21 23 0.5
22 30 0.925647
22 23 0.074353
23 31 1
24 28 1.43062e-13
24 26 5.20103e-17
24 25 1
25 29 0.5
25 27 0.5
26 30 0.934933
26 27 0.0650668
27 31 1
28 30 0.925968
28 29 0.0740319
29 31 1
30 31 1
